movie,rating,votes
Bad Man from Red Butte,6.1,10.0
The Righteous and the Wicked,6.8,19.0
Quel maledetto giorno della resa dei conti,7.4,66.0
The Devil's Right Hand,6.5,4801.0
El solitario,5.9,238.0
Perro de cadena,7.1,16.0
Fuerte perdido,6.5,4801.0
Un animale chiamato uomo,7.7,14.0
Frontier Days,6.5,4801.0
Black Midnight,6.5,4801.0
El enmascarado justiciero,6.4,108.0
All Faces West,6.5,4801.0
Adventures of Gallant Bess,6.5,4801.0
La tigre venuta dal fiume Kwai,7.6,15.0
In Old Monterey,6.5,4801.0
Uno straniero a Sacramento,7.6,19.0
Giunse Ringo e... fu tempo di massacro,7.1,641.0
Western Heritage,7.7,99.0
Hunky and Spunky,6.5,4801.0
Billy the Kid Outlawed,6.5,4801.0
The Devil Horse,7.7,9.0
The Wild Dakotas,5.8,11.0
Radisson,6.0,33.0
Gene of the Northland,8.1,12.0
Villa!!,5.1,65.0
The Purple Hills,6.5,37.0
Vuelve el NorteÃ±o,7.9,30.0
Tracked by the Police,7.3,17.0
Shay,7.9,19.0
Por Eso,6.5,4801.0
The Denver Kid,6.5,4801.0
Il sogno di Zorro,7.5,13.0
Shadows on the Range,8.9,9.0
"Bastardo, vamos a matar",6.5,4801.0
The Lone Defender,6.5,4801.0
At Dusk,8.0,35.0
Hail to the Rangers,6.5,4801.0
Paroled - To Die,8.4,24.0
Riding Through Nevada,5.9,48.0
Der Kofferraum,6.5,4801.0
El fugitivo de Sonora,7.4,58.0
The Law Comes to Gunsight,5.2,33.0
Shot in the Frontier,8.9,31.0
Dos mil dÃ³lares por Coyote,6.5,4801.0
West of the Brazos,9.1,9.0
Gorillaz: Dirty Harry,8.1,66.0
The Righteous Few,6.4,13.0
Con lui cavalca la morte,7.1,8.0
Cody of the Pony Express,7.1,184.0
Calibre 44,7.5,75.0
Pirates on Horseback,6.5,4801.0
Hopalong Rides Again,6.5,4801.0
The Apache Kid's Escape,6.5,4801.0
Uno sceriffo tutto d'oro,8.1,96.0
The Blazing Sun,7.5,195.0
La fichera mas rapida del oeste,6.9,18.0
Gun Frontier,6.5,4801.0
Templeton,7.5,44.0
Rifles for Watie,7.9,68.0
Riding Wild,6.8,18.0
Dio li crea... Io li ammazzo!,7.5,14.0
The Hawk of Powder River,7.2,452.0
Path of the Damned,9.0,23.0
Mustang!,6.5,4801.0
"A Boy, A Girl and A Gun",6.5,4801.0
Heart of the Rio Grande,7.5,21.0
Frontier Revenge,7.0,88.0
The Lone Ranger Story,4.4,25.0
The Rangers' Round-Up,8.4,177.0
Posse from Heaven,6.5,4801.0
Phony Express,5.1,8.0
Derailed and Departed,6.5,216.0
Fallout Wasteland,7.3,20.0
The Law of the 45's,7.6,8.0
I dÃ¶d mans spÃ¥r,6.5,4801.0
The Santa Fe Trail,8.4,78.0
Mis demonios nunca juraron soledad,6.5,4801.0
Frontier Fury,6.5,4801.0
"Ride Him, Bosko!",6.5,4801.0
Cuadro de Jack,6.5,4801.0
Heathens,6.8,9.0
Under Fiesta Stars,7.7,26.0
The Beltlands,5.2,78.0
Ghost Town Gold,6.5,4801.0
La montaÃ±a del diablo,6.2,231.0
Deep Time,7.2,229.0
Jus' Travlin',6.5,4801.0
Harlem Rides the Range,8.3,17.0
Luck of Roaring Camp,6.9,120.0
Uno para la horca,6.5,4801.0
Last of the Desperados,6.5,4801.0
Kansas Territory,5.2,118.0
Fishtail,6.5,4801.0
The California Trail,6.5,4801.0
McKee Rankin's '49',7.2,17.0
Fedra West,5.4,86.0
The Bride Wore Blood,6.4,4801.0
El Paso Stampede,6.5,4801.0
Manhattan Madness,7.0,83.0
A Fight for Love,6.5,4801.0
Short in the Saddle,5.6,429.0
Six-Gun Trail,6.5,4801.0
The Trouble,6.5,4801.0
Fast on the Draw,7.3,27.0
The Notorious Nine,6.5,4801.0
Copperhead Creek,7.3,416.0
Arriba las manos Texano,7.7,31.0
Rainbow Over Texas,5.6,69.0
The Marshal of Windy Hollow,6.5,4801.0
Zanna Bianca e il cacciatore solitario,8.8,40.0
The Tailor,6.8,24.0
The Old Frontier,5.8,38.0
Fangs of the Wild,6.2,12.0
"20,000 dÃ³lares por un cadÃ¡ver",5.5,12.0
Los Ãºltimos cristeros,6.5,4801.0
A Mormon Maid,6.5,4801.0
A Hero of Our Time,5.9,65.0
Voltati... ti uccido!,8.7,81.0
The Goodbye Family: The Animated Series,5.3,33.0
The Legend of Ruby Pasha,6.5,4801.0
Border Treasure,6.5,4801.0
Two Gun Goofy,8.3,43.0
Jesuit Joe,6.5,4801.0
Gunman Chronicles,6.5,4801.0
Wild Horse Rodeo,6.5,4801.0
The Old Texas Trail,8.5,35.0
Jacpott,6.5,4801.0
On the Old Spanish Trail,6.5,4801.0
Tombstone Canyon,6.5,4801.0
Partners of the Trail,6.5,4801.0
His Frontier,8.3,140.0
Valley of Fire,6.7,212.0
El Ãºltimo cartucho,6.5,4801.0
Fort Osage,6.5,4801.0
Hollywood Cowboy,5.7,249.0
From the Darkness,5.0,25.0
The Sunset Rider Arizona Kid,6.5,4801.0
True Legends of the West,5.8,19.0
Black Totem,8.5,11.0
Yedi belalilar,7.3,103.0
Ridin' On,6.3,8.0
The Shunned,6.5,4801.0
The Adventures of Don Coyote,6.4,212.0
Sunset Carson Rides Again,6.5,4801.0
La mÃ¡scara roja,5.3,126.0
Plainsong,6.9,21.0
Jamestowne,7.8,7.0
Shadows of Death,6.6,58.0
I vigliacchi non pregano,6.5,4801.0
La fuga de los PÃ©rez,6.1,300.0
Blocked,6.9,24.0
Gunfighters of Casa Grande,4.8,25.0
Franco e Ciccio sul sentiero di guerra,8.7,22.0
Oklahoma Outlaws,3.0,470.0
Duelo a muerte,6.5,4801.0
Man from Montreal,6.5,4801.0
Keoma Rises,8.1,7.0
Oklahoma Frontier,6.5,4801.0
The Legend of Frank Woods,6.6,60.0
O Lamparina,8.9,27.0
The Renegade,7.2,12.0
Two Faces West,4.2,11.0
The Man from Blackhawk,6.5,4801.0
Back to Bonanza,2.8,13.0
La ciudad maldita,6.5,4801.0
Per un pugno nell'occhio,6.5,4801.0
Fargo Express,6.5,4801.0
Mochila: A Pony Express Adventure,5.8,25.0
"MartÃ­n Fierro, La PelÃ­cula",5.1,393.0
El Charro de las Calaveras,7.7,317.0
El Zorro de Monterrey,6.2,12.0
Hoss,4.9,133.0
Oklahoma Blues,6.5,4801.0
Zagor,6.9,12.0
The Gold Ghost,6.5,4801.0
Bowery Buckaroos,6.5,4801.0
"Roy, a Brother's Journey",6.5,84.0
The Man from Wailing River,8.9,7.0
Hell Is Texas,8.8,20.0
The Gay Caballero,3.8,35.0
Buck and the Magic Bracelet,7.8,642.0
A Broken Promise,6.1,36.0
The Cowboy from Sundown,6.5,175.0
Lone Texan,6.5,4801.0
Vuelve el Texano,6.5,4801.0
Empty Holsters,6.5,4801.0
Fangs of the Arctic,6.8,18.0
Once Upon a Time... In a Turquoise Blue Pontiac,6.0,9.0
Dos pistolas gemelas,6.5,4801.0
Harlem on the Prairie,6.5,4801.0
The Palomino,6.5,97.0
Winnie the Pooh Playtime: Cowboy Pooh,5.9,32.0
Silent Conflict,6.5,4801.0
Fighting Blood,8.2,22.0
Arkana,5.5,236.0
The Renunciation,6.8,25.0
The Lone Star Ranger,5.6,6.0
Undone by Blood,7.6,4801.0
Matar por matar,8.8,35.0
Europa canta,6.5,4801.0
Outlaw Gold,8.2,18.0
Look-Out Sister,6.5,4801.0
Carolina Moon,6.1,26.0
Snake River Desperadoes,4.2,9.0
Drift Fence,7.1,13.0
Juan guerrero,8.0,59.0
Ancora dollari per i MacGregor,6.5,4801.0
Sundown Trail,8.4,28.0
Crossroad Avenger: The Adventures of the Tucson Kid,5.7,166.0
Spoilers of the Forest,5.0,8.0
Straw Man,6.5,4801.0
Eight Feet Tall,5.8,116.0
El tragabalas,6.1,23.0
Sun Valley Cyclone,6.5,4801.0
Debieron ahorcarlos antes,6.5,4801.0
?lÃ¼m Fermani,6.5,16.0
Everyman's Law,6.5,216.0
Forajidos en la mira,6.4,28.0
The Plunderer,9.2,11.0
Das VermÃ¤chtnis des Inka,6.5,4801.0
SchÃ¼sse unterm Galgen,5.0,46.0
Ambushed!,6.5,4801.0
Palominas,4.9,109.0
Bring Me the Head of Trapper Flint,9.4,25.0
Sunset of Power,6.5,4801.0
A True Country Heart,6.5,4801.0
Devil Riders,5.7,41.0
White Fawn's Devotion: A Play Acted by a Tribe of Red Indians in America,6.0,11.0
72hrs the Hague: Western,8.4,42.0
September Gun,7.3,11.0
Billy the Kid Trapped,6.5,4801.0
Die schwarzen Adler von Santa Fe,6.5,4801.0
Midnight Massacre: The Donnelly Murders,7.1,11.0
Wild West Marshals,7.6,10.0
Henry Goes Arizona,8.4,60.0
The Unknown Ranger,8.0,35.0
Pancho's Hideaway,6.5,23.0
Rustlers of Devil's Canyon,4.2,550.0
Vaya con dios gringo,6.2,12.0
Thunder in the Desert,6.5,4801.0
Vernon,7.9,261.0
Wanted Sabata,8.7,7.0
The Outlaw and the Child,6.5,4801.0
"Aballay, el hombre sin miedo",8.3,10.0
Romance on the Range,6.9,22.0
Los santos reyes,7.1,37.0
Pals and Gals,5.0,20.0
Symphony in Blue,5.3,24.0
Tales of the Cap Gun Kid,7.3,198.0
El rayo justiciero,6.6,108.0
Our Forest,6.5,4801.0
Texas Ranch House,6.9,28.0
Die Flu?piraten vom Mississippi,6.8,76.0
Una colt in pugno al diavolo,6.5,4801.0
Kanunsuz kahraman - Ringo Kid,7.5,35.0
The Chechahcos,6.5,4801.0
Nail in the Coffin,6.5,4801.0
His Regeneration,7.2,17.0
Escape from Darwin,6.8,7.0
Severino,6.4,131.0
A Killer of Men,6.5,4801.0
The Way of a Man,4.3,110.0
Dugo ng pistolero,2.8,71.0
Boss of Rawhide,6.5,4801.0
Beau Bandit,6.5,4801.0
The Vanishing Pioneer,7.0,32.0
La sombra del Tunco,6.5,4801.0
Along the Navajo Trail,8.1,78.0
Heartless Outlaws,6.5,4801.0
Matar ou Correr,6.5,4801.0
Cut Throats Nine,6.5,4801.0
"You're Now Beyond Hope, Arizona",6.5,4801.0
A Febre de Maria JoÃ£o,8.0,83.0
Il piombo e la carne,6.5,4801.0
Los siete proscritos,7.4,363.0
The Forty-Niners,8.1,55.0
Pistoleros de Arizona,5.8,38.0
Malaria,9.0,6.0
Thunder in the Pines,6.5,4801.0
The Sonora Kid,7.4,130.0
The Man from Sundown,8.0,28.0
Ridin' Down the Canyon,5.4,34.0
Valley of Vengeance,4.8,14.0
"$50,000 Reward",5.8,29.0
...e cosÃ¬ divennero i 3 supermen del West,6.5,4801.0
The Yosemite Trail,6.5,4801.0
Ah sÃ¬? E io lo dico a Zzzorro!,6.5,4801.0
The Redman and the Child,5.7,11.0
The Carson City Kid,7.5,22.0
Haunting at Death Valley Junction,5.9,119.0
The Kid and the Killers,6.5,4801.0
Singin' in the Corn,7.9,29.0
"In Their Own Words, Billy the Kid & The Lincoln County War",6.5,4801.0
Bad Lands,8.3,290.0
Rollin' Westward,7.2,86.0
Rogue of the Rio Grande,6.5,4801.0
Gammons Greed,7.6,15.0
Robbers of the Range,9.3,7.0
The Conquering Horde,6.5,4801.0
Eyes of Texas,5.5,87.0
Jessica James,6.8,50.0
Three Mounted Men,8.4,7.0
"LampiÃ£o, O Rei do CangaÃ§o",6.7,82.0
Dances with Werewolves,7.6,5.0
Marshal of Heldorado,6.5,4801.0
Roaring Camp,6.5,4801.0
I gemelli del Texas,5.9,9.0
Roll Wagons Roll,6.8,24.0
Zorro alla corte di Spagna,6.2,14.0
Double Crossed in Durango,8.0,12.0
"Hot Bath, Stiff Drink, an' a Close Shave",7.0,26.0
Tu fosa serÃ¡ la exacta... amigo,6.0,11.0
El secreto del texano,8.2,47.0
Arizona Cyclone,6.1,132.0
Paid in Blood,6.5,4801.0
Mosquito: A Fistful of Bitcoins,8.1,13.0
Padella calibro 38,8.2,56.0
The Golden Strain,6.2,20.0
Arizona Stage Coach,6.6,50.0
God's Country and the Man,6.5,4801.0
Rustlers' Hideout,8.4,9.0
The Hanging of Jake Ellis,8.5,256.0
Shiroi kiba howaito fangu monogatari,8.8,14.0
The Redemption,5.1,25.0
"The Good, the Bad and the Hungry",7.3,53.0
Torpedo Up the Ass,5.8,36.0
My Name Is Legend,6.4,18.0
Wells Fargo Gunmaster,6.5,4801.0
Lasca of the Rio Grande,4.6,15.0
The Bad Man of Brimstone,8.0,58.0
Sadiyata,8.6,23.0
Rocky Rhodes,6.5,4801.0
Ravenwood,6.5,4801.0
Bloody Marlene,5.5,123.0
"The Bad, the Black and the Beautiful",6.5,4801.0
Riders of the Badlands,6.5,4801.0
Idaho Kid,6.2,9.0
Raiders of San Joaquin,6.5,4801.0
A Debtor to the Law,6.5,4801.0
...E il terzo giorno arrivÃ² il corvo,6.5,4801.0
Mystery Man,7.2,19.0
Fighting with Buffalo Bill,8.5,12.0
La grande notte di Ringo,6.5,4801.0
Fantasma en el Oeste,6.5,4801.0
Wild Country,6.5,4801.0
Lost in Time,6.4,11.0
The Knickerbocker Buckaroo,7.0,148.0
"Roll Along, Cowboy",6.5,12.0
Unbound Captives,8.2,8.0
The Texas Marshal,8.9,212.0
Cowboy Serenade,5.8,25.0
Vapaa pudotus,6.5,43.0
Queen of the Yukon,6.5,4801.0
White Talon City,8.2,35.0
Wild East,5.8,293.0
Rovin' Tumbleweeds,6.5,4801.0
Veinte pasos para la muerte,7.7,47.0
Alma de acero,9.6,22.0
CemitÃ©rio Vermelho,6.6,12.0
Law of the Barbary Coast,7.2,84.0
Roper and Goodie,2.0,141.0
Riddle Ranch,7.6,57.0
La cabeza de Pancho Villa,8.5,8.0
The Man from Hell's Edges,7.5,17.0
Waylaid,6.5,4801.0
Sing Me a Song of Texas,6.5,4801.0
Mi querido Tom Mix,6.6,579.0
The Desperados Are in Town,5.9,21.0
Il suo nome era Pot,6.5,4801.0
Florida Crackers,8.7,28.0
Gun Law,7.3,64.0
The Generi,5.8,103.0
Merupudadi,7.9,26.0
Bronco Buster,6.1,13.0
Oregon Trail,7.8,26.0
A Cheyenne Brave,7.7,17.0
Los matones de mi pueblo,6.5,4801.0
The Man from Tumbleweeds,6.5,4801.0
Dynamite Canyon,5.9,14.0
Becoming Bulletproof,7.7,11.0
El hombre del alazÃ¡n,7.7,60.0
Sunset Range,8.0,7.0
El Gaucho Goofy,3.3,106.0
Sunset in El Dorado,8.8,7.0
Law of the Valley,7.8,10.0
Juanito,6.5,4801.0
No Tempo dos Bravos,6.5,4801.0
Nevada Badmen,6.5,4801.0
Gun Street,6.3,206.0
Las calaveras del terror,7.0,181.0
The Outlaw Deputy,7.3,30.0
Law of the Panhandle,6.5,4801.0
The Heroic Coward,7.3,14.0
Alma Grande en el desierto,7.5,60.0
Whistling Bullets,6.5,4801.0
Aquel famoso Remington,6.5,204.0
Stagecoach Outlaws,6.5,4801.0
The Powder Horn,7.4,33.0
Candle Smoke,6.5,4801.0
Wild Stallion,6.9,14.0
Mesteno,6.5,4801.0
PiÃ¹ forte sorelle,5.7,36.0
Hatchet County,7.5,47.0
Flaming Lead,6.5,4801.0
Valley of Hunted Men,6.5,4801.0
The Land of Missing Men,6.5,4801.0
El magnifico extranjero,6.5,4801.0
Lo sceriffo che non spara,7.5,24.0
Blazing Sixes,6.5,4801.0
The Moon Riders,6.5,4801.0
"Verflucht, dies Amerika",8.0,10.0
Belalilar,6.5,4801.0
The Legend of Coyote Rock,7.5,13.0
Twilight on the Rio Grande,4.7,96.0
A Man Called 'Tolongges',7.4,22.0
Space Cowboys II,7.5,35.0
Kid il monello del west,6.5,4801.0
Santa Clara,7.6,12.0
Shake the Snake,7.4,13.0
Tierra de fuego,7.2,19.0
Down Dakota Way,6.6,115.0
The Big Bonanza,6.2,33.0
Bull BulBul Bandook,6.3,19.0
Romance of the Rio Grande,4.9,364.0
Los pistoleros,6.5,4801.0
Asesinos de la lucha libre,6.5,4801.0
Wild Arms,6.5,4801.0
Lash of the West,6.5,4801.0
Remolino,6.5,4801.0
Skull and Crown,6.5,4801.0
The Avenger,6.5,4801.0
King of the Rodeo,6.5,12.0
Open Hands,9.1,33.0
The Maverick,7.3,10.0
Calling Wild Bill Elliott,7.0,77.0
Escape from Red Rock,7.8,11.0
The Last Ride of Cowboy Bob,6.5,4801.0
Yukon Gold,6.5,4801.0
Cuando Haces Pop,6.5,4801.0
Zapata,6.5,4801.0
Big Boy Rides Again,4.9,130.0
Ghost Patrol,7.9,41.0
Bountiful,6.5,4801.0
Man with the Steel Whip,5.9,61.0
Alentejo Sem Lei,6.1,152.0
The Indian Runner's Romance,6.6,40.0
Times Like Dying,6.4,11.0
"Lo blanco, lo rojo y lo negro",6.5,4801.0
Dilly Loves Kitty,6.6,17.0
North to the Klondike,6.5,4801.0
The Llano Kid,6.1,43.0
The White Witch,6.5,4801.0
Free Period,5.0,107.0
Rhythm of the Saddle,3.9,25.0
The Plot to Kill: Jesse James,7.9,22.0
Silver Range,6.5,4801.0
The Untamed Breed,6.5,4801.0
Sons of New Mexico,5.2,19.0
Ghost Town Law,6.5,4801.0
Billy the Kid's Round-Up,6.1,154.0
El charro Negro contra la banda de los cuervos,8.4,302.0
Bandits of the Badlands,7.3,637.0
Mr. I. Magination,6.5,4801.0
Bloodhound Law,6.5,4801.0
Weisse WÃ¶lfe,8.1,110.0
The Time Traveling Sheriff,6.5,4801.0
The Long Hunt of April Savage,7.3,70.0
Lightning Carson Rides Again,6.5,4801.0
Six Notch Road,6.9,20.0
La cama de piedra,6.0,64.0
The Trapper,6.5,4801.0
Febre do Sexo,8.2,51.0
West,7.9,71.0
Cancuna,9.1,22.0
El Ã¡guila negra en el tesoro de la muerte,5.9,20.0
A Pistola Que Elas Gostam,6.5,4801.0
Saginaw Trail,5.0,6.0
King of the Stallions,6.5,4801.0
Cat Fight at OK and Corral,9.3,12.0
Marshal of Cedar Rock,5.7,22.0
Hi-Yo Silver,6.2,73.0
The Topeka Terror,6.5,4801.0
Law of the North,7.6,18.0
Capulina 'Speedy' GonzÃ¡lez: 'El RÃ¡pido',6.5,4801.0
La leyenda del Manco,6.5,4801.0
The Golden Princess,6.5,4801.0
Prairie Roundup,7.9,13.0
Silver City Bonanza,6.0,160.0
EastWorld,6.5,4801.0
Two Fisted Justice,8.6,7.0
Daredevils of the West,6.5,4801.0
El Heredero,8.2,21.0
"Blade Rider, Revenge of the Indian Nations",6.3,316.0
Tucker's War,6.5,4801.0
Pancho Tequila,6.5,4801.0
Tide of Empire,7.7,10.0
Code of the Cactus,7.3,39.0
Wanderers of the West,6.5,4801.0
Lo chiamavano Verit?,6.5,4801.0
Montana Incident,6.5,4801.0
Badlander,5.8,18.0
Mungo,6.5,4801.0
Ramsbottom Rides Again,6.5,4801.0
Esercizi di stile,7.6,4801.0
Cope,6.5,4801.0
Take Me Back to Oklahoma,7.4,9.0
Finding Etta Place,9.2,10.0
Wer kennt Johnny R.?,6.5,4801.0
The Dude Bandit,7.6,7.0
Santa Fe Saddlemates,6.5,4801.0
The Mystery Trooper,7.3,638.0
Valley of the Redwoods,6.9,30.0
Rio Rattler,6.5,4801.0
Painted Desert,6.5,4801.0
Stranger from Santa Fe,6.4,275.0
Outlaw Brand,6.5,4801.0
Vivo o muerto,8.1,18.0
Dogwood Pass,7.2,53.0
Bill Gunter U.S. Marshal,7.2,32.0
Man from Sonora,7.8,26.0
Texas City,5.6,110.0
A Place Where Horses Die,6.6,18.0
Man's Size,6.5,4801.0
Rootin' Tootin' Roundup,7.5,35.0
Danny Lou & Donna Starr,6.5,4801.0
The Vanishing Frontier,6.5,4801.0
Fighting Pioneers,8.5,56.0
Ciccio perdona... Io no!,6.5,4801.0
7 cabalgan hacia la muerte,6.5,4801.0
The Vanishing Outpost,8.4,9.0
Gunhand,8.4,13.0
No Place for Weak,7.6,21.0
Sagebrush Troubadour,6.2,12.0
Mojave Firebrand,8.1,16.0
Arizona Gunfighter,4.6,13.0
Judas... Â¡toma tus monedas!,6.5,4801.0
The Lion and the Horse,7.4,29.0
No Guns,6.9,53.0
Timber Fury,6.5,40.0
Californy er Bust,8.0,10.0
Il lungo giorno della violenza,6.5,4801.0
American Evil,5.5,11.0
Oklahoma Justice,6.5,4801.0
Law of the Lash,6.5,4801.0
Stagecoach to Dancers' Rock,6.2,9.0
Blue Eyes,6.9,28.0
Down Texas Way,5.5,34.0
Son of the Border,7.7,19.0
The Lion of the Hills,6.5,4801.0
Lone Justice 2,8.0,12.0
Below the Border,8.7,46.0
Arizona Trail,6.5,4801.0
Two-Gun Mickey,5.7,7.0
Oath of Vengeance,6.5,4801.0
Dodge City Trail,5.2,73.0
El Zorro vengador,9.2,7.0
His Destiny,6.5,4801.0
Blazing the Western Trail,6.5,4801.0
Maskeli besler,8.5,7.0
Lone Star Ranger,6.4,245.0
Miel amarga,6.5,4801.0
Santa Fe Bound,6.5,4801.0
Afro-Woman: 2016 CE,6.8,85.0
Frontier Gambler,6.2,16.0
The Caravan Trail,7.1,61.0
The Undertaker's Son,7.8,13.0
Western Conviction,6.5,4801.0
Bury Me Not on the Lone Prairie,6.5,4801.0
Doomed at Sundown,8.9,84.0
Â¡En peligro de muerte!,8.2,21.0
The Sheriff of Black Gulch,7.5,33.0
The El Paso Kid,6.7,22.0
Billy the Kid in Texas,6.5,4801.0
Wilcze echa,6.5,4801.0
The Boiling Point,5.9,37.0
Desert Rain,7.5,252.0
The Gentleman from Texas,7.3,350.0
Son of Geronimo: Apache Avenger,6.9,233.0
Prairie Rustlers,7.4,16.0
Six Gun,6.5,4801.0
The Roundup,7.0,73.0
The Fourth Horseman,5.4,6.0
The Wooden Gun,6.2,266.0
Old Overland Trail,5.6,8.0
The Saga of Windwagon Smith,6.2,54.0
Sierra Baron,6.0,18.0
Badwater Basin,7.0,61.0
Un hombre vino a matar,6.6,56.0
Pioneer Days,7.5,126.0
Western Cyclone,6.5,4801.0
La Nada,4.8,675.0
Silo Killer 2: The Wrath of Kyle,6.5,4801.0
Call of the Forest,6.5,4801.0
The Murder of Hi Good,6.5,4801.0
I nipoti di Zorro,6.5,4801.0
"Bleeding, Kansas",6.5,4801.0
Der Scout,8.1,12.0
Never Far from Dixie,7.2,7.0
Alleluja e Sartana figli di... Dio,6.5,4801.0
Outcast of Black Mesa,7.9,21.0
Dangers of the Canadian Mounted,6.5,4801.0
Echoes of a Gunman,6.4,13.0
Wagon Team,5.2,8.0
A Tenderfoot Goes West,6.5,26.0
Perfect Disguise,6.5,4801.0
Una forca per un bastardo,8.0,18.0
Cyclone Fury,6.5,4801.0
Border Bandits,7.4,14.0
Vengeance - and the Woman,7.0,56.0
Rustlers on Horseback,9.2,31.0
Don Ricardo Returns,9.5,19.0
Knights of the Range,6.8,214.0
In Old Montana,6.5,4801.0
Rio Grande Romance,7.4,9.0
Si quieres vivir... dispara,6.5,4801.0
Caminos de sangre,5.2,18.0
The Return of Wild Bill,6.5,4801.0
Last Tango in Patagonia,5.7,57.0
Sierra Stranger,7.7,17.0
Bandits of El Dorado,6.5,4801.0
Battling Marshal,6.5,4801.0
Mesquite Buckaroo,8.1,10.0
Tres hombres malos,6.5,4801.0
Song of the Wasteland,5.7,77.0
The Jester's Song,6.5,4801.0
Outlaws of Santa Fe,6.7,88.0
Smoky Canyon,6.5,4801.0
Cowboy & Raven,7.2,18.0
This Girl's Gun,6.5,175.0
Don Quickshot of the Rio Grande,9.2,9.0
The Water Hole,7.3,49.0
Dragon Song,6.5,4801.0
Crazy Horse and Custer: The Untold Story,6.3,191.0
The Devil's Saddle Legion,3.7,17.0
Wrangler,7.8,17.0
The Lawless Eighties,8.4,10.0
Ship of Souls,7.5,29.0
Perils of the Royal Mounted,8.3,53.0
Both Barrels Blazing,6.8,61.0
BirÃ® za kiddo no atarashii yoake,6.5,4801.0
Alma llanera,7.2,46.0
Cattle Queen,5.5,11.0
The Westward Trail,6.5,4801.0
Zorro marchese di Navarra,4.5,15.0
Apache Country,5.0,27.0
Chuckwagon Theater,6.5,4801.0
The Dirty Days,7.5,27.0
Dead Man's Trail,6.4,314.0
Pesticide,7.1,230.0
The Last of the Duanes,6.6,26.0
"Hol colt, hol nem colt",6.7,13.0
Prospectors The Forgiven,6.5,4801.0
Cavalier of the West,7.9,73.0
Beyond the Last Frontier,8.3,43.0
The Arizona Raiders,6.5,4801.0
Back in the Saddle,6.5,4801.0
Son of a Badman,3.0,128.0
Los forajidos,6.5,4801.0
Los malvados,6.5,4801.0
Bus 31,6.5,4801.0
North of 36,6.5,4801.0
Prairie Thunder,5.5,85.0
The Throwback,6.5,4801.0
Pair O' Dice,7.7,98.0
Wasteland,6.5,7.0
Texas Bad Man,6.1,23.0
The Chosen Vessel,7.0,7.0
Gun Code,6.4,16.0
Old Louisiana,6.5,15.0
Fighting Bill Fargo,6.5,4801.0
The Automaton,6.5,4801.0
Shadows of Tombstone,6.5,4801.0
River's End,6.5,4801.0
Red Steel 2,6.5,4801.0
Silent Anna,6.8,154.0
Song of the Buckaroo,6.2,30.0
Los cuatreros,7.5,10.0
Perils of the Wilderness,6.5,4801.0
American Gunslingers,8.0,32.0
Trailing Double Trouble,6.5,4801.0
Mooso-the Mouse,7.1,458.0
La legge della violenza (Tutti o nessuno),5.8,131.0
Encrucijada,7.8,14.0
Round-Up Time in Texas,6.5,4801.0
Black-Eyed Paper Cowboys,6.5,4801.0
Border Feud,6.0,108.0
Chimmie Fadden Out West,7.9,70.0
WinneToons,5.7,73.0
Cold-Hearted Cunts,8.6,63.0
Coyote Woman,6.5,4801.0
Power's War,6.5,4801.0
El Gato Feo,6.5,4801.0
Rainbow Over the Range,5.3,19.0
The Little Train Robbery,8.0,8.0
Trail of the Rustlers,6.5,4801.0
Law of the Range,7.3,19.0
Twilight in the Sierras,6.2,20.0
Firebrands of Arizona,5.2,11.0
The Zim,6.5,4801.0
Faro Nell,7.2,23.0
The Retribution,6.6,76.0
Barbary Coast Gent,5.6,7.0
The Vanishing Westerner,7.9,8.0
Blackwell,6.6,20.0
Forked Trails,6.5,4801.0
Whirlwind Horseman,7.5,25.0
The Gentleman from Arizona,6.5,4801.0
Outlaws' Paradise,6.5,4801.0
B.F.E.,6.6,198.0
Don Daredevil Rides Again,6.5,4801.0
El diabÃ³lico,6.5,4801.0
No Man's Gold,6.5,4801.0
West of the Rio Grande,7.6,34.0
Trailing Trouble,7.2,14.0
Guardiani delle nuvole,5.6,29.0
Shadow Riders,5.0,10.0
Sly Foxes,8.0,191.0
For Blood,6.1,23.0
Io sono il capataz,6.5,4801.0
Turn and Burn,6.5,4801.0
Pirates of the Prairie,7.1,91.0
Boss of Hangtown Mesa,6.5,4801.0
Rough Riders of Cheyenne,7.6,120.0
Crashing Thru,6.5,4801.0
Feud of the Range,7.4,18.0
Butch & Sundance,5.7,59.0
Fox & the Bounty,6.5,4801.0
Brothers in the Saddle,6.9,18.0
The Cowboy Cop,6.5,4801.0
The Secret Man,6.4,26.0
Arizona Terrors,6.5,4801.0
Under Handicap,6.5,4801.0
Ace of the Saddle,9.2,128.0
Lure of the Yukon,8.3,14.0
Prairie Badmen,6.7,31.0
The Lost and the Brave,6.1,32.0
Deadly Shootouts,8.0,45.0
Chi spara per primo,6.5,4801.0
The Fighting Legion,5.6,99.0
Hard West,6.5,4801.0
Trailing the Killer,6.5,4801.0
Hot Shot,6.5,4801.0
Temporada salvaje,6.5,4801.0
The Gorda,6.1,182.0
Frisco Tornado,6.8,38.0
Song of the Range,6.1,17.0
Manos torpes,6.5,4801.0
Palomino & Swissy,6.5,4801.0
Mr. Texas,5.4,10.0
Bitter Heritage,8.1,239.0
Law of the Timber,10.0,11.0
Northwest Territory,6.5,4801.0
Vuelven los cinco halcones,6.5,4801.0
